AuthorID,Author,Date,Content,Attachments,Reactions
"736550209068335135",".ayab","2025-04-27T13:08:04.4280000+00:00","Just a collection of all the poems ive made","","👍 (3)"
"736550209068335135",".ayab","2025-04-27T13:08:30.4020000+00:00","I also accept request","",""
"736550209068335135",".ayab","2025-04-27T13:11:49.4550000+00:00","For Konco who is desperate for love

Men seek what they cannot acquire
When they beg, they are answered with a silent choir. 
And hardship is all they give with no remorse
Always giving us enough, but a  full course

Romance may not seek you now
But it is not a reason for you to cow
Don't doubt, for in every life lies beauty
Now go out and be happy, you cutie","",""
"736550209068335135",".ayab","2025-04-27T13:12:12.2270000+00:00",".........

For Stonky

How can you look with such a proud stance?
Always moving without halting your advance?
Even if faced with such monsters,
You never let your stern face flee and wander.

How can you still fight with a smile,
Even when that face of yours wants to spit bile.
Depravity of mankind did not budge you,
As you held your belief as true.

What drove you to such madness?
With not even a hint of sadness?
An object of envy you are Stonky,
Now be yourself and always funky.","",""
"736550209068335135",".ayab","2025-04-27T13:13:19.8090000+00:00","........

Kartini Day


A Field of Defiance

A flower field left unattended,
Yet bloom they did, proud and splendid.
Growing might not depended,
Graceful with the breeze of wind as life intended.

A flower field picked with cruelty,
Seeing their beauty as futility.
No remorse with unkind totality,
Satisfied with life's inequality.

Damnation towards those who are so brutal!
Damnation towards those who make it cruel, all!!
A beauty destroyed with no meaning, 
Ignoring the painful shriek of their screaming?!

How cruel could they be, seeing them as possessions,
How vandals are they? Do they not see their transgressions?
For they do not understand the price of their taking,
A world of power and freedom they are forsaking.

Yet as men walk unbothered,
The field of flowers grows unfettered.
Their strength is never-ending,
Even when lives bend them, they remain unbending.","",""
"736550209068335135",".ayab","2025-07-01T10:35:39.4090000+00:00","The Weight I Wore

I wore my sorrow like a cloak,
Each breath I took, a bitter choke.
The mirror showed a hollow face,
A soul undone, devoid of grace.

In shadows deep, I made my bed,
With haunting thoughts inside my head.
My sins would whisper, pull me near,
And fill my nights with shame and fear.

They danced around me, cold and tight,
And stole my sense of wrong and right.
I lost the path, I lost the flame,
And bore the weight, but not the name.

A worthless heap, or so I thought,
Each dream I had was left to rot.
I drowned in guilt I could not flee,
And loathed the very shape of me.

No will, no purpose, just decay,
A flicker lost in lightless gray.
I envied joy, I cursed the kind,
No peace was left inside my mind.

But in the silence, soft and wide,
A light began to swell inside.
It spoke not loud, it did not shout,
But gently cast my demons out.

It didn’t cleanse me, didn’t blind,
Just taught me how to free my mind.
To wear my wounds, but not with shame,
To own my past and speak my name.

I’m not a saint, I’m far from pure,
But now I stand, and now endure.
Each scar I bear, a song, a chord,
A proof of pain I once ignored.

The dawn now breaks without demand,
It warms my face, it takes my hand.
And though my soul was once a war,
I walk in peace,
I fight no more.","",""
"736550209068335135",".ayab","2025-07-03T03:34:03.0790000+00:00","Oceans crashing down to a barrier of sand, strange new familiar birds circling above land. 
Gripping the loose salted wet earth of Herrans, an ocean smaller than the land surrounds. 
Fishermen throw their nets at the small sea, capturing fish for their life fee. 
The wind was faint-barely noticeable, yet it's cold still able.
 Gold of wheat and green of grass mix but not blend, with ocean blue reflecting the sky of man. 
No rue in heart as calm settled in place, with no quickened breath of uncomfortable pace. 
How remorseful such a view will be blasted by bits, and accompanied by sounds of taints.","",""
"736550209068335135",".ayab","2025-07-03T03:34:57.3660000+00:00","....

Repost form chillchat 

Cupid's arrow lies dormant in his quiver for your fairness alone has stricken me to the core.

My body shivered when thou bestowed your presence on me. Your goldilocks noodles shine as if threads of gold are crafted by Hephaestus himself.

With questioning eyes, my gaze can only dart to you, as if your beauty has enchanted me not looking to the world I'm chained to.

Burning with passion, torrid heart in pain looking from afar as if you are an angel no mere mortal can approach.

How long must I wait, holding this emotion, boiling emotion, filled with desires and love?

My faith in you alone beholden me, as your grace alone can make the angel cry in jealousy and contempt.

Please, madam; receive my love, as your fairness alone is worth a thousand chances.

Oh Pangsit, you are the greatest beauty the world has ever seen!","",""
"736550209068335135",".ayab","2025-07-03T03:36:52.8780000+00:00",".....

My proudest poem

It's nice to talk. 
Watching the birds go and flock .
Why complain now? The ticking sound just starts in your clock.
All the thing you've done is but a Prologue.

Do be still, look, and gaze. 
Look, at the small. 
Don't be mournful of your life, be grateful for its days.
Nothing yet colors your hall. 

Stand and ready to defy your sorrow. 
Be safe, friend. Don't you dare go hollow.","",""
"736550209068335135",".ayab","2025-07-03T15:07:48.7040000+00:00","Such grand err' made with no fright in mind, so grand in scope with smoke billowing. Too look and to fall with grace unaswered ruin filled hope and surrounding all you have and feast upon with fire void out from all you have.

I seek not to see you in despair for me to forgive, to beg for a life you've denied many from.

I seek not to look upon a man too highly thinks he can control the hearts of men with fear and fear alone, i seek not to see a man who claims to have a golden tounge and believed by  the rabble few and so many knows where's a fool's gold was to there is.","",""
"736550209068335135",".ayab","2025-07-06T15:26:07.0680000+00:00","I wish to die for a cause, dying in a hill with applause. As men fight with no remorse, please judge me not to that which others speak of, but that which i have done.

Its so tiring to live, as mounting failures gnaws and scream with such tremor; that it shakes your soul. An empty soul wonders at a yonder land, as cur he thinks himself. Must i try to walk upon this desolate hill, with no way for me to look down and up, mist that covers my vision, with no future step in sight.

Save–save me from such pain and toment as my life went down with nothing to recover. A hole i want to say exist but a hole already filled with such hatred that none can replace.

A look a upon a mirror and rage was all that seen, pathetic as i am. I wish to find hope.","",""
